"id","imageName","name","registryName","inventory","category","slot","visualChange","goldPrice","reputationPrice","classRequired","itemLvl","attackType","minimumDamage","maximumDamage","critChance","critDamage","hitrate","booleanhighBadEffectPrevention","hpRecoveryIncrease","elementIncreased","elementIncreasedAmount","allDefenceIncrease","rangedHitrateIncrease","damageIncreaseAmountPercentage","damageIncreaseProbability","allElementsIncrease","maxMPIncrease","rangedAttackIncrease","meleeAttackIncrease","meleeAttacksDodge","allAttackIncrease","allAttackIncreasePercentage","magicAttackIncrease","skillManaDecrease","MPRecoveryIncrease","booleannoImpactOnMorale","maximumHPIncrease","moraleIncrease","rangedAttackDodge","resistanceType","resistanceAmount","magicDefenceIncrease","criticalChanceIncrease","randomDefencePercentage","randomDefenceChance","randomDefenceType","attacksBelowType","attacksBelowLevel","attacksBelowPercentage","effectWhen","effectChance","effectName","resistanceAll","elementDecreased","elementDecreasedAmount","dodgeIncrease","attackLevelIncrease","defenceLevelIncrease","damageDecreasePercentage","allDefencesIncreasePercentage","booleanGeneratesResistanceToCertainEffect","booleanCertainMonsterGroupsMistakeYouAsAFriend","criticalHitsChanceDecreasePercentage","selfIncreasedDamageAgainst","selfIncreasedDamageAgainstAmount","criticalHitDamageIncreasePercentage","enemyElementalResistanceDecrease","criticalHitDamageDecreasePercentage","attackLeechHPAmount","attackLeechHPChance","attackLeechMPChance","attackLeechMPAmount","attackLeechMPChance2","attackLeechMPAmount2","meleeDamageDecreasePercentage","attackDecreaseMP","enemyResistanceDecreaseType","enemyResistanceReducedAmount","attackIncreasedDamageAgainst","attackIncreasedDamageAgainstAmount","concentrationIncreaseAmount","defenceIncreaseAmount","defenceIncreaseType","belowLevelNeverBadGeneralEffectLevel","belowLevelNeverBadGeneralEffectPercentage","magicAttackPowerDecrease","rangeDamageDecreasePercentage","magicDamageDecreasePercentage","movementSpeedIncreasePercentage","movementSpeedDecrease","movementSpeedIncrease","allAttacksHitrateIncreas","nextAttackPointsLevelMultiplier","HPRestore","MPRestore","HPRestorePercentage","MPRestorePercentage","HPDecrease","MPDecrease","booleanScrollSafe","booleanScrollLowerSPProtection","booleanScrollHigherSPProtection","summonName","summonAmount","booleanCancelEffectsForACertainGroup","additionalMPReceived","additionalMPReceivedMaximumPercentage","additionalHPReceivedMaximumPercentage","additionalHPReceived","effectResistancePercentage","effectResistanceName","goldEarnedIncreasePercentage","experienceEarnedIncreasePercentage","defenceAllyEffectRadius","defenceAllyEffectChance","defenceAllyEffectName","pvpAttackPowerIncrease","recoveryItemsEffectivenessIncrease","defenceBadEffectRemovalPercentage","defenceBadEffectRemovalLevel","badEffectRemovalLevel","badEffectRemovalPercentage","damageIncreaseForMonstersAboveLevelPercentage","damageIncreaseForMonstersAboveLevelAmount","movementSpeedIncreaseWhenHidden","pvpDefencePowerIncrease","skillUsedResetChance","skillCooldownDecreasePercentage","concentrationIncreasePlayerLevelMultiplier","hitrateIncreasePlayerLevelMultiplier","fameReceivedIncreasePercentage","resistsForcedMovementChance","defenceIncreasePlayerLevelMultiplier","defenceIncreasePlayerLevelMultiplierType","deathReputationLostDecreasePercentage","championExperienceIncreasePercentage","demonMaxDamageIncrease","angelMaxDamageIncrease","criticalDamageReceivedDecreaseChance","criticalDamageReceivedDecreasePercentage","targetDefenceIgnorePercentage","targetDefenceIgnoreChance","championExperienceLostOnDeathReducePercentage","effectRemoveName","effectRemoveChance","elementIncreasedAmount_1","elementIncreased_1","randomDefenceChance_1","randomDefencePercentage_1","randomDefenceType_1","resistanceAmount_1","resistanceType_1","selfIncreasedDamageAgainst_1","selfIncreasedDamageAgainstAmount_1","enemyResistanceDecreaseType_1","enemyResistanceReducedAmount_1","imageName_1","effectResistanceName_1","effectResistancePercentage_1","effectName_1","effectChance_1","effectWhen_1"
"8080","454","Asian Black Bear Hat (Permanent) (Limited)","asian_black_bear_hat_permanent_limited","Costumes","It is not used","nosmall hat","25","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,"200",,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8081","455","Polar Bear Hat (Permanent) (Limited)","polar_bear_hat_permanent_limited","Costumes","It is not used","nosmall hat","26","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,"200",,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8082","456","Teddy Bear Hat (Permanent) (Limited)","teddy_bear_hat_permanent_limited","Costumes","It is not used","nosmall hat","27","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,"200",,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8083","888","Aqua Bushtail (Limited)","aqua_bushtail_limited","Wear","Store",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8084","929","Pegasus (Limited)","pegasus_limited","Wear","Store",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8085","930","Cute Bunny (Limited)","cute_bunny_limited","Wear","Store",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8086","943","Boxer Bushi (Limited)","boxer_bushi_limited","Wear","Store",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8087","950","Pumpkin Bushtail (Limited)","pumpkin_bushtail_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8088","969","Classic Bushi Costume (Permanent) (Limited)","classic_bushi_costume_permanent_limited","Costumes","Time/Hour","nosmall dress","42","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,"80","5","all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8089","971","Classic Bushi Hat (Permanent) (Limited)","classic_bushi_hat_permanent_limited","Costumes","It is not used","nosmall hat","52","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,,,,,,,"Attack","3","Blackout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8090","973","Christmas Hat (1 Day) (Limited)","christmas_hat_1_day_limited","Costumes","It is not used","nosmall hat","47","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,"200",,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8091","973","Christmas Hat (7 Days) (Limited)","christmas_hat_7_days_limited","Costumes","It is not used","nosmall hat","47","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,"200",,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8092","973","Christmas Hat (30 Days) (Limited)","christmas_hat_30_days_limited","Costumes","It is not used","nosmall hat","47","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,"200",,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8093","976","Christmas Costume (1 Day) (Limited)","christmas_costume_1_day_limited","Costumes","Time/Hour","nosmall dress","37","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,"200",,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8094","976","Christmas Costume (7 Days) (Limited)","christmas_costume_7_days_limited","Costumes","Time/Hour","nosmall dress","37","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,"200",,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8095","976","Christmas Costume (30 Days) (Limited)","christmas_costume_30_days_limited","Costumes","Time/Hour","nosmall dress","37","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,"200",,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8096","921","Bull Bushtail (Limited)","bull_bushtail_limited","Wear","Store",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8097","981","Wedding Clothes (3 Days) (Limited)","wedding_clothes_3_days_limited","Costumes","Time/Hour","nosmall dress","41","1000",,"swordsman, archer, mage, martialartist","20",,,,,,,,,,,,,,,,,,,,,,,,,,"200",,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8098","981","Wedding Clothes (7 Days) (Limited)","wedding_clothes_7_days_limited","Costumes","Time/Hour","nosmall dress","41","2000",,"swordsman, archer, mage, martialartist","20",,,,,,,,,,,,,,,,,,,,,,,,,,"200",,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8099","981","Wedding Clothes (30 Days) (Limited)","wedding_clothes_30_days_limited","Costumes","Time/Hour","nosmall dress","41","3000",,"swordsman, archer, mage, martialartist","20",,,,,,,,,,,,,,,,,,,,,,,,,,"200",,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8100","981","Wedding Clothes (Permanent) (Limited)","wedding_clothes_permanent_limited","Costumes","Time/Hour","nosmall dress","41","5000",,"swordsman, archer, mage, martialartist","20",,,,,,,,,,,,,,,,,,,,,,,,,,"200",,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8101","4000","Wedding Hairstyle (3 Days) (Limited)","wedding_hairstyle_3_days_limited","Costumes","It is not used","nosmall hat","51","1000",,"swordsman, archer, mage, martialartist","20",,,,,,,,,,,,,,,,"200",,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8102","4000","Wedding Hairstyle (7 Days) (Limited)","wedding_hairstyle_7_days_limited","Costumes","It is not used","nosmall hat","51","2000",,"swordsman, archer, mage, martialartist","20",,,,,,,,,,,,,,,,"200",,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8103","4000","Wedding Hairstyle (30 Days) (Limited)","wedding_hairstyle_30_days_limited","Costumes","It is not used","nosmall hat","51","3000",,"swordsman, archer, mage, martialartist","20",,,,,,,,,,,,,,,,"200",,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8104","4000","Wedding Hairstyle (Permanent) (Limited)","wedding_hairstyle_permanent_limited","Costumes","It is not used","nosmall hat","51","5000",,"swordsman, archer, mage, martialartist","20",,,,,,,,,,,,,,,,"200",,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8105","656","Tarot Card (Fool) (Limited)","tarot_card_fool_limited","Wear","Amulet","scroll","864","10000",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8106","657","Tarot Card (The Magician) (Limited)","tarot_card_the_magician_limited","Wear","Amulet","scroll","865","10000",,,"1",,,,,,,,,,,,,,,,"2500",,,,,,,"20",,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8107","658","Tarot Card (The Lovers) (Limited)","tarot_card_the_lovers_limited","Wear","Amulet","scroll","866","10000",,,"1",,,,,,,,,,,,,,,,"2000",,,,"50",,,,,,"2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8108","659","Tarot Card (The Hermit) (Limited)","tarot_card_the_hermit_limited","Wear","Amulet","scroll","867","10000",,,"1",,,,,,,,,,,"100",,,,,,,,,,,,,,,"800",,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8109","660","Tarot Card (Death) (Limited)","tarot_card_death_limited","Wear","Amulet","scroll","868","10000",,,"1",,,,,,,,,,,,,,,,,,,,"150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8110","661","Tarot Card (The Devil) (Limited)","tarot_card_the_devil_limited","Wear","Amulet","scroll","869","10000",,,"1",,,,,,,,,,,,,,,,,,,,"250",,,,,,"800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8111","662","Tarot Card (The Tower) (Limited)","tarot_card_the_tower_limited","Wear","Amulet","scroll","870","10000",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8112","663","Tarot Card (The Star) (Limited)","tarot_card_the_star_limited","Wear","Amulet","scroll","871","10000",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8113","664","Tarot Card (The Moon) (Limited)","tarot_card_the_moon_limited","Wear","Amulet","scroll","872","10000",,,"1",,,,,,,,,,,"50",,,,,"1500",,,,"50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8114","588","Tarot Card (The Sun) (Limited)","tarot_card_the_sun_limited","Wear","Amulet","scroll","863","10000",,,"1",,,,,,,,,,,,,,,,"800",,,,"250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8115","784","Rusty Robby (Limited)","rusty_robby_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8116","1513","Santa Bushtail Costume (1 Day) (Limited)","santa_bushtail_costume_1_day_limited","Costumes","Time/Hour","nosmall dress","44","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90","3","all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8117","1512","Santa Bushtail Hat (1 Day) (Limited)","santa_bushtail_hat_1_day_limited","Costumes","It is not used","nosmall hat","54","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attack","3","Shock",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8118","1513","Santa Bushtail Costume (7 Days) (Limited)","santa_bushtail_costume_7_days_limited","Costumes","Time/Hour","nosmall dress","44","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90","3","all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8119","1512","Santa Bushtail Hat (7 Days) (Limited)","santa_bushtail_hat_7_days_limited","Costumes","It is not used","nosmall hat","54","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attack","3","Shock",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8120","1513","Santa Bushtail Costume (30 Days) (Limited)","santa_bushtail_costume_30_days_limited","Costumes","Time/Hour","nosmall dress","44","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90","3","all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8121","1512","Santa Bushtail Hat (30 Days) (Limited)","santa_bushtail_hat_30_days_limited","Costumes","It is not used","nosmall hat","54","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attack","3","Shock",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8122","1513","Santa Bushi Costume (Permanent) (Limited)","santa_bushi_costume_permanent_limited","Costumes","Time/Hour","nosmall dress","44","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90","3","all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8123","1512","Santa Bushtail Hat (Permanent) (Limited)","santa_bushtail_hat_permanent_limited","Costumes","It is not used","nosmall hat","54","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attack","3","Shock",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8124","1418","Special Ops Bushi (Limited)","special_ops_bushi_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8125","4084","Chick Norris' Egg (Limited)","chick_norris_egg_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8126","1419","Black Bushi (Limited)","black_bushi_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8127","1420","Blue Bushi (Limited)","blue_bushi_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8128","1421","Green Bushi (Limited)","green_bushi_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8129","1422","Red Bushi (Limited)","red_bushi_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8130","1423","Pink Bushi (Limited)","pink_bushi_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8131","1424","Turquoise Bushi (Limited)","turquoise_bushi_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8132","1425","Yellow Bushi (Limited)","yellow_bushi_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8133","764","Black Bushi Costume (Permanent) (Limited)","black_bushi_costume_permanent_limited","Costumes","Time/Hour","nosmall dress","50","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,"80","5","all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
